Token<Keyword : "namespace", Line: 12, Char: 0>
Token<Symbol : "\", Line: 140, Char: 309815376>
Token<Symbol : ",", Line: 140, Char: 309815376>
Token<Symbol : "\", Line: 140, Char: 309815376>
Token<Identifier : "not", Line: 140, Char: 0>
Token<Symbol : "$", Line: 140, Char: 309815376>
Token<Identifier : "phi", Line: 140, Char: 0>
Token<Symbol : "\", Line: 140, Char: 309815376>
Token<Symbol : ")", Line: 140, Char: 309815376>
Token<Symbol : ";", Line: 140, Char: 309815376>
Token<Keyword : "step", Line: 141, Char: 0>
Token<Identifier : "WF_implication", Line: 141, Char: 0>
Token<Symbol : "(", Line: 141, Char: 309815376>
Token<Symbol : "\", Line: 141, Char: 309815376>
Token<Symbol : "$", Line: 141, Char: 309815376>
Token<Identifier : "phi", Line: 141, Char: 0>
Token<Symbol : "\", Line: 141, Char: 309815376>
Token<Symbol : ",", Line: 141, Char: 309815376>
Token<Symbol : "\", Line: 141, Char: 309815376>
Token<Symbol : "$", Line: 141, Char: 309815376>
Token<Identifier : "psi", Line: 141, Char: 0>
Token<Symbol : "\", Line: 141, Char: 309815376>
Token<Symbol : ")", Line: 141, Char: 309815376>
Token<Symbol : ";", Line: 141, Char: 309815376>
Token<Keyword : "step", Line: 142, Char: 0>
Token<Identifier : "WF_implication", Line: 142, Char: 0>
Token<Symbol : "(", Line: 142, Char: 309815376>
Token<Symbol : "\", Line: 142, Char: 309815376>
Token<Symbol : "(", Line: 142, Char: 309815376>
Token<Identifier : "not", Line: 142, Char: 0>
Token<Symbol : "$", Line: 142, Char: 309815376>
Token<Identifier : "psi", Line: 142, Char: 0>
Token<Identifier : "implies", Line: 142, Char: 0>
Token<Identifier : "not", Line: 142, Char: 0>
Token<Symbol : "$", Line: 142, Char: 309815376>
Token<Identifier : "phi", Line: 142, Char: 0>
Token<Symbol : ")", Line: 142, Char: 309815376>
Token<Symbol : "\", Line: 142, Char: 309815376>
Token<Symbol : ",", Line: 142, Char: 309815376>
Token<Symbol : "\", Line: 142, Char: 309815376>
Token<Symbol : "(", Line: 142, Char: 309815376>
Token<Symbol : "$", Line: 142, Char: 309815376>
Token<Identifier : "phi", Line: 142, Char: 0>
Token<Identifier : "implies", Line: 142, Char: 0>
Token<Symbol : "$", Line: 142, Char: 309815376>
Token<Identifier : "psi", Line: 142, Char: 0>
Token<Symbol : ")", Line: 142, Char: 309815376>
Token<Symbol : "\", Line: 142, Char: 309815376>
Token<Symbol : ")", Line: 142, Char: 309815376>
Token<Symbol : ";", Line: 142, Char: 309815376>
Token<Symbol : "}", Line: 143, Char: 309815376>
Token<Keyword : "theorem", Line: 145, Char: 0>
Token<Identifier : "double_modus_ponens", Line: 146, Char: 0>
Token<Symbol : "(", Line: 146, Char: 309815376>
Token<Identifier : "phi", Line: 146, Char: 0>
Token<Symbol : ",", Line: 146, Char: 309815376>
Token<Identifier : "psi", Line: 146, Char: 0>
Token<Symbol : ",", Line: 146, Char: 309815376>
Token<Identifier : "chi", Line: 146, Char: 0>
Token<Symbol : ")", Line: 146, Char: 309815376>
Token<Symbol : "{", Line: 147, Char: 309815376>
Token<Keyword : "assume", Line: 148, Char: 0>
Token<Identifier : "is_formula", Line: 148, Char: 0>
Token<Symbol : "(", Line: 148, Char: 309815376>
Token<Symbol : "\", Line: 148, Char: 309815376>
Token<Symbol : "$", Line: 148, Char: 309815376>
Token<Identifier : "phi", Line: 148, Char: 0>
Token<Symbol : "\", Line: 148, Char: 309815376>
Token<Symbol : ")", Line: 148, Char: 309815376>
Token<Symbol : ";", Line: 148, Char: 309815376>
Token<Keyword : "assume", Line: 149, Char: 0>
Token<Identifier : "is_formula", Line: 149, Char: 0>
Token<Symbol : "(", Line: 149, Char: 309815376>
Token<Symbol : "\", Line: 149, Char: 309815376>
Token<Symbol : "$", Line: 149, Char: 309815376>
Token<Identifier : "psi", Line: 149, Char: 0>
Token<Symbol : "\", Line: 149, Char: 309815376>
Token<Symbol : ")", Line: 149, Char: 309815376>
Token<Symbol : ";", Line: 149, Char: 309815376>
Token<Keyword : "assume", Line: 150, Char: 0>
Token<Identifier : "is_formula", Line: 150, Char: 0>
Token<Symbol : "(", Line: 150, Char: 309815376>
Token<Symbol : "\", Line: 150, Char: 309815376>
Token<Symbol : "$", Line: 150, Char: 309815376>
Token<Identifier : "chi", Line: 150, Char: 0>
Token<Symbol : "\", Line: 150, Char: 309815376>
Token<Symbol : ")", Line: 150, Char: 309815376>
Token<Symbol : ";", Line: 150, Char: 309815376>
Token<Keyword : "assume", Line: 152, Char: 0>
Token<Identifier : "has_proof", Line: 152, Char: 0>
Token<Symbol : "(", Line: 152, Char: 309815376>
Token<Symbol : "\", Line: 152, Char: 309815376>
Token<Symbol : "$", Line: 152, Char: 309815376>
Token<Identifier : "phi", Line: 152, Char: 0>
Token<Symbol : "\", Line: 152, Char: 309815376>
Token<Symbol : ")", Line: 152, Char: 309815376>
Token<Symbol : ";", Line: 152, Char: 309815376>
Token<Keyword : "assume", Line: 153, Char: 0>
Token<Identifier : "has_proof", Line: 153, Char: 0>
Token<Symbol : "(", Line: 153, Char: 309815376>
Token<Symbol : "\", Line: 153, Char: 309815376>
Token<Symbol : "$", Line: 153, Char: 309815376>
Token<Identifier : "psi", Line: 153, Char: 0>
Token<Symbol : "\", Line: 153, Char: 309815376>
Token<Symbol : ")", Line: 153, Char: 309815376>
Token<Symbol : ";", Line: 153, Char: 309815376>
Token<Keyword : "assume", Line: 154, Char: 0>
Token<Identifier : "has_proof", Line: 154, Char: 0>
Token<Symbol : "(", Line: 154, Char: 309815376>
Token<Symbol : "\", Line: 154, Char: 309815376>
Token<Symbol : "(", Line: 154, Char: 309815376>
Token<Symbol : "$", Line: 154, Char: 309815376>
Token<Identifier : "phi", Line: 154, Char: 0>
Token<Identifier : "implies", Line: 154, Char: 0>
Token<Symbol : "(", Line: 154, Char: 309815376>
Token<Symbol : "$", Line: 154, Char: 309815376>
Token<Identifier : "psi", Line: 154, Char: 0>
Token<Identifier : "implies", Line: 154, Char: 0>
Token<Symbol : "$", Line: 154, Char: 309815376>
Token<Identifier : "chi", Line: 154, Char: 0>
Token<Symbol : ")", Line: 154, Char: 309815376>
Token<Symbol : ")", Line: 154, Char: 309815376>
Token<Symbol : "\", Line: 154, Char: 309815376>
Token<Symbol : ")", Line: 154, Char: 309815376>
Token<Symbol : ";", Line: 154, Char: 309815376>
Token<Keyword : "infer", Line: 156, Char: 0>
Token<Identifier : "has_proof", Line: 156, Char: 0>
Token<Symbol : "(", Line: 156, Char: 309815376>
Token<Symbol : "\", Line: 156, Char: 309815376>
Token<Symbol : "$", Line: 156, Char: 309815376>
Token<Identifier : "chi", Line: 156, Char: 0>
Token<Symbol : "\", Line: 156, Char: 309815376>
Token<Symbol : ")", Line: 156, Char: 309815376>
Token<Symbol : ";", Line: 156, Char: 309815376>
Token<Keyword : "step", Line: 158, Char: 0>
Token<Identifier : "WF_implication", Line: 158, Char: 0>
Token<Symbol : "(", Line: 158, Char: 309815376>
Token<Symbol : "\", Line: 158, Char: 309815376>
Token<Symbol : "$", Line: 158, Char: 309815376>
Token<Identifier : "psi", Line: 158, Char: 0>
Token<Symbol : "\", Line: 158, Char: 309815376>
Token<Symbol : ",", Line: 158, Char: 309815376>
Token<Symbol : "\", Line: 158, Char: 309815376>
Token<Symbol : "$", Line: 158, Char: 309815376>
Token<Identifier : "chi", Line: 158, Char: 0>
Token<Symbol : "\", Line: 158, Char: 309815376>
Token<Symbol : ")", Line: 158, Char: 309815376>
Token<Symbol : ";", Line: 158, Char: 309815376>
Token<Keyword : "step", Line: 159, Char: 0>
Token<Identifier : "modus_ponens", Line: 159, Char: 0>
Token<Symbol : "(", Line: 159, Char: 309815376>
Token<Symbol : "\", Line: 159, Char: 309815376>
Token<Symbol : "$", Line: 159, Char: 309815376>
Token<Identifier : "phi", Line: 159, Char: 0>
Token<Symbol : "\", Line: 159, Char: 309815376>
Token<Symbol : ",", Line: 159, Char: 309815376>
Token<Symbol : "\", Line: 159, Char: 309815376>
Token<Symbol : "(", Line: 159, Char: 309815376>
Token<Symbol : "$", Line: 159, Char: 309815376>
Token<Identifier : "psi", Line: 159, Char: 0>
Token<Identifier : "implies", Line: 159, Char: 0>
Token<Symbol : "$", Line: 159, Char: 309815376>
Token<Identifier : "chi", Line: 159, Char: 0>
Token<Symbol : ")", Line: 159, Char: 309815376>
Token<Symbol : "\", Line: 159, Char: 309815376>
Token<Symbol : ")", Line: 159, Char: 309815376>
Token<Symbol : ";", Line: 159, Char: 309815376>
Token<Keyword : "step", Line: 160, Char: 0>
Token<Identifier : "modus_ponens", Line: 160, Char: 0>
Token<Symbol : "(", Line: 160, Char: 309815376>
Token<Symbol : "\", Line: 160, Char: 309815376>
Token<Symbol : "$", Line: 160, Char: 309815376>
Token<Identifier : "psi", Line: 160, Char: 0>
Token<Symbol : "\", Line: 160, Char: 309815376>
Token<Symbol : ",", Line: 160, Char: 309815376>
Token<Symbol : "\", Line: 160, Char: 309815376>
Token<Symbol : "$", Line: 160, Char: 309815376>
Token<Identifier : "chi", Line: 160, Char: 0>
Token<Symbol : "\", Line: 160, Char: 309815376>
Token<Symbol : ")", Line: 160, Char: 309815376>
Token<Symbol : ";", Line: 160, Char: 309815376>
Token<Symbol : "}", Line: 161, Char: 309815376>
Token<Keyword : "theorem", Line: 163, Char: 0>
Token<Identifier : "identity", Line: 164, Char: 0>
Token<Symbol : "(", Line: 164, Char: 309815376>
Token<Identifier : "phi", Line: 164, Char: 0>
Token<Symbol : ")", Line: 164, Char: 309815376>
Token<Symbol : "{", Line: 165, Char: 309815376>
Token<Keyword : "assume", Line: 166, Char: 0>
Token<Identifier : "is_formula", Line: 166, Char: 0>
Token<Symbol : "(", Line: 166, Char: 309815376>
Token<Symbol : "\", Line: 166, Char: 309815376>
Token<Symbol : "$", Line: 166, Char: 309815376>
Token<Identifier : "phi", Line: 166, Char: 0>
Token<Symbol : "\", Line: 166, Char: 309815376>
Token<Symbol : ")", Line: 166, Char: 309815376>
Token<Symbol : ";", Line: 166, Char: 309815376>
Token<Keyword : "infer", Line: 168, Char: 0>
Token<Identifier : "has_proof", Line: 168, Char: 0>
Token<Symbol : "(", Line: 168, Char: 309815376>
Token<Symbol : "\", Line: 168, Char: 309815376>
Token<Symbol : "(", Line: 168, Char: 309815376>
Token<Symbol : "$", Line: 168, Char: 309815376>
Token<Identifier : "phi", Line: 168, Char: 0>
Token<Identifier : "implies", Line: 168, Char: 0>
Token<Symbol : "$", Line: 168, Char: 309815376>
Token<Identifier : "phi", Line: 168, Char: 0>
Token<Symbol : ")", Line: 168, Char: 309815376>
Token<Symbol : "\", Line: 168, Char: 309815376>
Token<Symbol : ")", Line: 168, Char: 309815376>
Token<Symbol : ";", Line: 168, Char: 309815376>
Token<Keyword : "step", Line: 170, Char: 0>
Token<Identifier : "WF_implication", Line: 170, Char: 0>
Token<Symbol : "(", Line: 170, Char: 309815376>
Token<Symbol : "\", Line: 170, Char: 309815376>
Token<Symbol : "$", Line: 170, Char: 309815376>
Token<Identifier : "phi", Line: 170, Char: 0>
Token<Symbol : "\", Line: 170, Char: 309815376>
Token<Symbol : ",", Line: 170, Char: 309815376>
Token<Symbol : "\", Line: 170, Char: 309815376>
Token<Symbol : "$", Line: 170, Char: 309815376>
Token<Identifier : "phi", Line: 170, Char: 0>
Token<Symbol : "\", Line: 170, Char: 309815376>
Token<Symbol : ")", Line: 170, Char: 309815376>
Token<Symbol : ";", Line: 170, Char: 309815376>
Token<Keyword : "step", Line: 171, Char: 0>
Token<Identifier : "simplification", Line: 171, Char: 0>
Token<Symbol : "(", Line: 171, Char: 309815376>
Token<Symbol : "\", Line: 171, Char: 309815376>
Token<Symbol : "$", Line: 171, Char: 309815376>
Token<Identifier : "phi", Line: 171, Char: 0>
Token<Symbol : "\", Line: 171, Char: 309815376>
Token<Symbol : ",", Line: 171, Char: 309815376>
Token<Symbol : "\", Line: 171, Char: 309815376>
Token<Symbol : "(", Line: 171, Char: 309815376>
Token<Symbol : "$", Line: 171, Char: 309815376>
Token<Identifier : "phi", Line: 171, Char: 0>
Token<Identifier : "implies", Line: 171, Char: 0>
Token<Symbol : "$", Line: 171, Char: 309815376>
Token<Identifier : "phi", Line: 171, Char: 0>
Token<Symbol : ")", Line: 171, Char: 309815376>
Token<Symbol : "\", Line: 171, Char: 309815376>
Token<Symbol : ")", Line: 171, Char: 309815376>
Token<Symbol : ";", Line: 171, Char: 309815376>
Token<Keyword : "step", Line: 172, Char: 0>
Token<Identifier : "distributive", Line: 172, Char: 0>
Token<Symbol : "(", Line: 172, Char: 309815376>
Token<Symbol : "\", Line: 172, Char: 309815376>
Token<Symbol : "$", Line: 172, Char: 309815376>
Token<Identifier : "phi", Line: 172, Char: 0>
Token<Symbol : "\", Line: 172, Char: 309815376>
Token<Symbol : ",", Line: 172, Char: 309815376>
Token<Symbol : "\", Line: 172, Char: 309815376>
Token<Symbol : "(", Line: 172, Char: 309815376>
Token<Symbol : "$", Line: 172, Char: 309815376>
Token<Identifier : "phi", Line: 172, Char: 0>
Token<Identifier : "implies", Line: 172, Char: 0>
Token<Symbol : "$", Line: 172, Char: 309815376>
Token<Identifier : "phi", Line: 172, Char: 0>
Token<Symbol : ")", Line: 172, Char: 309815376>
Token<Symbol : "\", Line: 172, Char: 309815376>
Token<Symbol : ",", Line: 172, Char: 309815376>
Token<Symbol : "\", Line: 172, Char: 309815376>
Token<Symbol : "$", Line: 172, Char: 309815376>
Token<Identifier : "phi", Line: 172, Char: 0>
Token<Symbol : "\", Line: 172, Char: 309815376>
Token<Symbol : ")", Line: 172, Char: 309815376>
Token<Symbol : ";", Line: 172, Char: 309815376>
Token<Keyword : "step", Line: 173, Char: 0>
Token<Identifier : "modus_ponens", Line: 173, Char: 0>
Token<Symbol : "(", Line: 173, Char: 309815376>
Token<Symbol : "\", Line: 173, Char: 309815376>
Token<Symbol : "(", Line: 173, Char: 309815376>
Token<Symbol : "$", Line: 173, Char: 309815376>
Token<Identifier : "phi", Line: 173, Char: 0>
Token<Identifier : "implies", Line: 173, Char: 0>
Token<Symbol : "(", Line: 173, Char: 309815376>
Token<Symbol : "(", Line: 173, Char: 309815376>
Token<Symbol : "$", Line: 173, Char: 309815376>
Token<Identifier : "phi", Line: 173, Char: 0>
Token<Identifier : "implies", Line: 173, Char: 0>
Token<Symbol : "$", Line: 173, Char: 309815376>
Token<Identifier : "phi", Line: 173, Char: 0>
Token<Symbol : ")", Line: 173, Char: 309815376>
Token<Identifier : "implies", Line: 173, Char: 0>
Token<Symbol : "$", Line: 173, Char: 309815376>
Token<Identifier : "phi", Line: 173, Char: 0>
Token<Symbol : ")", Line: 173, Char: 309815376>
Token<Symbol : ")", Line: 173, Char: 309815376>
Token<Symbol : "\", Line: 173, Char: 309815376>
Token<Symbol : ",", Line: 173, Char: 309815376>
Token<Symbol : "\", Line: 174, Char: 309815376>
Token<Symbol : "(", Line: 174, Char: 309815376>
Token<Symbol : "(", Line: 174, Char: 309815376>
Token<Symbol : "$", Line: 174, Char: 309815376>
Token<Identifier : "phi", Line: 174, Char: 0>
Token<Identifier : "implies", Line: 174, Char: 0>
Token<Symbol : "(", Line: 174, Char: 309815376>
Token<Symbol : "$", Line: 174, Char: 309815376>
Token<Identifier : "phi", Line: 174, Char: 0>
Token<Identifier : "implies", Line: 174, Char: 0>
Token<Symbol : "$", Line: 174, Char: 309815376>
Token<Identifier : "phi", Line: 174, Char: 0>
Token<Symbol : ")", Line: 174, Char: 309815376>
Token<Symbol : ")", Line: 174, Char: 309815376>
Token<Identifier : "implies", Line: 174, Char: 0>
Token<Symbol : "(", Line: 174, Char: 309815376>
Token<Symbol : "$", Line: 174, Char: 309815376>
Token<Identifier : "phi", Line: 174, Char: 0>
Token<Identifier : "implies", Line: 174, Char: 0>
Token<Symbol : "$", Line: 174, Char: 309815376>
Token<Identifier : "phi", Line: 174, Char: 0>
Token<Symbol : ")", Line: 174, Char: 309815376>
Token<Symbol : ")", Line: 174, Char: 309815376>
Token<Symbol : "\", Line: 174, Char: 309815376>
Token<Symbol : ")", Line: 174, Char: 309815376>
Token<Symbol : ";", Line: 174, Char: 309815376>
Token<Keyword : "step", Line: 175, Char: 0>
Token<Identifier : "simplification", Line: 175, Char: 0>
Token<Symbol : "(", Line: 175, Char: 309815376>
Token<Symbol : "\", Line: 175, Char: 309815376>
Token<Symbol : "$", Line: 175, Char: 309815376>
Token<Identifier : "phi", Line: 175, Char: 0>
Token<Symbol : "\", Line: 175, Char: 309815376>
Token<Symbol : ",", Line: 175, Char: 309815376>
Token<Symbol : "\", Line: 175, Char: 309815376>
Token<Symbol : "$", Line: 175, Char: 309815376>
Token<Identifier : "phi", Line: 175, Char: 0>
Token<Symbol : "\", Line: 175, Char: 309815376>
Token<Symbol : ")", Line: 175, Char: 309815376>
Token<Symbol : ";", Line: 175, Char: 309815376>
Token<Keyword : "step", Line: 176, Char: 0>
Token<Identifier : "modus_ponens", Line: 176, Char: 0>
Token<Symbol : "(", Line: 176, Char: 309815376>
Token<Symbol : "\", Line: 176, Char: 309815376>
Token<Symbol : "(", Line: 176, Char: 309815376>
Token<Symbol : "$", Line: 176, Char: 309815376>
Token<Identifier : "phi", Line: 176, Char: 0>
Token<Identifier : "implies", Line: 176, Char: 0>
Token<Symbol : "(", Line: 176, Char: 309815376>
Token<Symbol : "$", Line: 176, Char: 309815376>
Token<Identifier : "phi", Line: 176, Char: 0>
Token<Identifier : "implies", Line: 176, Char: 0>
Token<Symbol : "$", Line: 176, Char: 309815376>
Token<Identifier : "phi", Line: 176, Char: 0>
Token<Symbol : ")", Line: 176, Char: 309815376>
Token<Symbol : ")", Line: 176, Char: 309815376>
Token<Symbol : "\", Line: 176, Char: 309815376>
Token<Symbol : ",", Line: 176, Char: 309815376>
Token<Symbol : "\", Line: 177, Char: 309815376>
Token<Symbol : "(", Line: 177, Char: 309815376>
Token<Symbol : "$", Line: 177, Char: 309815376>
Token<Identifier : "phi", Line: 177, Char: 0>
Token<Identifier : "implies", Line: 177, Char: 0>
Token<Symbol : "$", Line: 177, Char: 309815376>
Token<Identifier : "phi", Line: 177, Char: 0>
Token<Symbol : ")", Line: 177, Char: 309815376>
Token<Symbol : "\", Line: 177, Char: 309815376>
Token<Symbol : ")", Line: 177, Char: 309815376>
Token<Symbol : ";", Line: 177, Char: 309815376>
Token<Symbol : "}", Line: 178, Char: 309815376>
Token<Keyword : "axiom", Line: 180, Char: 0>
Token<Identifier : "WF_biconditional", Line: 181, Char: 0>
Token<Symbol : "(", Line: 181, Char: 309815376>
Token<Identifier : "phi", Line: 181, Char: 0>
Token<Symbol : ",", Line: 181, Char: 309815376>
Token<Identifier : "psi", Line: 181, Char: 0>
Token<Symbol : ")", Line: 181, Char: 309815376>
Token<Symbol : "{", Line: 182, Char: 309815376>
Token<Keyword : "assume", Line: 183, Char: 0>
Token<Identifier : "is_formula", Line: 183, Char: 0>
Token<Symbol : "(", Line: 183, Char: 309815376>
Token<Symbol : "\", Line: 183, Char: 309815376>
Token<Symbol : "$", Line: 183, Char: 309815376>
Token<Identifier : "phi", Line: 183, Char: 0>
Token<Symbol : "\", Line: 183, Char: 309815376>
Token<Symbol : ")", Line: 183, Char: 309815376>
Token<Symbol : ";", Line: 183, Char: 309815376>
Token<Keyword : "assume", Line: 184, Char: 0>
Token<Identifier : "is_formula", Line: 184, Char: 0>
Token<Symbol : "(", Line: 184, Char: 309815376>
Token<Symbol : "\", Line: 184, Char: 309815376>
Token<Symbol : "$", Line: 184, Char: 309815376>
Token<Identifier : "psi", Line: 184, Char: 0>
Token<Symbol : "\", Line: 184, Char: 309815376>
Token<Symbol : ")", Line: 184, Char: 309815376>
Token<Symbol : ";", Line: 184, Char: 309815376>
Token<Keyword : "infer", Line: 186, Char: 0>
Token<Identifier : "is_formula", Line: 186, Char: 0>
Token<Symbol : "(", Line: 186, Char: 309815376>
Token<Symbol : "\", Line: 186, Char: 309815376>
Token<Symbol : "(", Line: 186, Char: 309815376>
Token<Symbol : "$", Line: 186, Char: 309815376>
Token<Identifier : "phi", Line: 186, Char: 0>
Token<Identifier : "iff", Line: 186, Char: 0>
Token<Symbol : "$", Line: 186, Char: 309815376>
Token<Identifier : "psi", Line: 186, Char: 0>
Token<Symbol : ")", Line: 186, Char: 309815376>
Token<Symbol : "\", Line: 186, Char: 309815376>
Token<Symbol : ")", Line: 186, Char: 309815376>
Token<Symbol : ";", Line: 186, Char: 309815376>
Token<Symbol : "}", Line: 187, Char: 309815376>
Token<Keyword : "axiom", Line: 189, Char: 0>
Token<Identifier : "_D_biconditional", Line: 190, Char: 0>
Token<Symbol : "(", Line: 190, Char: 309815376>
Token<Identifier : "phi", Line: 190, Char: 0>
Token<Symbol : ",", Line: 190, Char: 309815376>
Token<Identifier : "psi", Line: 190, Char: 0>
Token<Symbol : ")", Line: 190, Char: 309815376>
Token<Symbol : "{", Line: 191, Char: 309815376>
Token<Keyword : "assume", Line: 192, Char: 0>
Token<Identifier : "is_formula", Line: 192, Char: 0>
Token<Symbol : "(", Line: 192, Char: 309815376>
Token<Symbol : "\", Line: 192, Char: 309815376>
Token<Symbol : "$", Line: 192, Char: 309815376>
Token<Identifier : "phi", Line: 192, Char: 0>
Token<Symbol : "\", Line: 192, Char: 309815376>
Token<Symbol : ")", Line: 192, Char: 309815376>
Token<Symbol : ";", Line: 192, Char: 309815376>
Token<Keyword : "assume", Line: 193, Char: 0>
Token<Identifier : "is_formula", Line: 193, Char: 0>
Token<Symbol : "(", Line: 193, Char: 309815376>
Token<Symbol : "\", Line: 193, Char: 309815376>
Token<Symbol : "$", Line: 193, Char: 309815376>
Token<Identifier : "psi", Line: 193, Char: 0>
Token<Symbol : "\", Line: 193, Char: 309815376>
Token<Symbol : ")", Line: 193, Char: 309815376>
Token<Symbol : ";", Line: 193, Char: 309815376>
Token<Keyword : "infer", Line: 195, Char: 0>
Token<Identifier : "has_proof", Line: 195, Char: 0>
Token<Symbol : "(", Line: 195, Char: 309815376>
Token<Symbol : "\", Line: 195, Char: 309815376>
Token<Identifier : "not", Line: 195, Char: 0>
Token<Symbol : "(", Line: 195, Char: 309815376>
Token<Symbol : "(", Line: 195, Char: 309815376>
Token<Symbol : "(", Line: 195, Char: 309815376>
Token<Symbol : "$", Line: 195, Char: 309815376>
Token<Identifier : "phi", Line: 195, Char: 0>
Token<Identifier : "iff", Line: 195, Char: 0>
Token<Symbol : "$", Line: 195, Char: 309815376>
Token<Identifier : "psi", Line: 195, Char: 0>
Token<Symbol : ")", Line: 195, Char: 309815376>
Token<Identifier : "implies", Line: 195, Char: 0>
Token<Identifier : "not", Line: 195, Char: 0>
Token<Symbol : "(", Line: 195, Char: 309815376>
Token<Symbol : "(", Line: 195, Char: 309815376>
Token<Symbol : "$", Line: 195, Char: 309815376>
Token<Identifier : "phi", Line: 195, Char: 0>
Token<Identifier : "implies", Line: 195, Char: 0>
Token<Symbol : "$", Line: 195, Char: 309815376>
Token<Identifier : "psi", Line: 195, Char: 0>
Token<Symbol : ")", Line: 195, Char: 309815376>
Token<Identifier : "implies", Line: 196, Char: 0>
Token<Identifier : "not", Line: 196, Char: 0>
Token<Symbol : "(", Line: 196, Char: 309815376>
Token<Symbol : "$", Line: 196, Char: 309815376>
Token<Identifier : "psi", Line: 196, Char: 0>
Token<Identifier : "implies", Line: 196, Char: 0>
Token<Symbol : "$", Line: 196, Char: 309815376>
Token<Identifier : "phi", Line: 196, Char: 0>
Token<Symbol : ")", Line: 196, Char: 309815376>
Token<Symbol : ")", Line: 196, Char: 309815376>
Token<Symbol : ")", Line: 196, Char: 309815376>
Token<Identifier : "implies", Line: 196, Char: 0>
Token<Identifier : "not", Line: 196, Char: 0>
Token<Symbol : "(", Line: 197, Char: 309815376>
Token<Symbol : "(", Line: 197, Char: 309815376>
Token<Identifier : "not", Line: 197, Char: 0>
Token<Symbol : "(", Line: 197, Char: 309815376>
Token<Symbol : "(", Line: 197, Char: 309815376>
Token<Symbol : "$", Line: 197, Char: 309815376>
Token<Identifier : "phi", Line: 197, Char: 0>
Token<Identifier : "implies", Line: 197, Char: 0>
Token<Symbol : "$", Line: 197, Char: 309815376>
Token<Identifier : "psi", Line: 197, Char: 0>
Token<Symbol : ")", Line: 197, Char: 309815376>
Token<Identifier : "implies", Line: 197, Char: 0>
Token<Identifier : "not", Line: 197, Char: 0>
Token<Symbol : "(", Line: 198, Char: 309815376>
Token<Symbol : "$", Line: 198, Char: 309815376>
Token<Identifier : "psi", Line: 198, Char: 0>
Token<Identifier : "implies", Line: 198, Char: 0>
Token<Symbol : "$", Line: 198, Char: 309815376>
Token<Identifier : "phi", Line: 198, Char: 0>
Token<Symbol : ")", Line: 198, Char: 309815376>
Token<Symbol : ")", Line: 198, Char: 309815376>
Token<Symbol : ")", Line: 198, Char: 309815376>
Token<Identifier : "implies", Line: 198, Char: 0>
Token<Symbol : "(", Line: 198, Char: 309815376>
Token<Symbol : "$", Line: 198, Char: 309815376>
Token<Identifier : "phi", Line: 198, Char: 0>
Token<Identifier : "iff", Line: 198, Char: 0>
Token<Symbol : "$", Line: 198, Char: 309815376>
Token<Identifier : "psi", Line: 198, Char: 0>
Token<Symbol : ")", Line: 198, Char: 309815376>
Token<Symbol : ")", Line: 198, Char: 309815376>
Token<Symbol : ")", Line: 198, Char: 309815376>
Token<Symbol : "\", Line: 198, Char: 309815376>
Token<Symbol : ")", Line: 198, Char: 309815376>
Token<Symbol : ";", Line: 198, Char: 309815376>
Token<Symbol : "}", Line: 199, Char: 309815376>
Token<Keyword : "theorem", Line: 201, Char: 0>
Token<Identifier : "D_biconditional", Line: 202, Char: 0>
Token<Symbol : "(", Line: 202, Char: 309815376>
Token<Identifier : "phi", Line: 202, Char: 0>
Token<Symbol : ",", Line: 202, Char: 309815376>
Token<Identifier : "psi", Line: 202, Char: 0>
Token<Symbol : ")", Line: 202, Char: 309815376>
Token<Symbol : "{", Line: 203, Char: 309815376>
Token<Keyword : "assume", Line: 204, Char: 0>
Token<Identifier : "is_formula", Line: 204, Char: 0>
Token<Symbol : "(", Line: 204, Char: 309815376>
Token<Symbol : "\", Line: 204, Char: 309815376>
Token<Symbol : "$", Line: 204, Char: 309815376>
Token<Identifier : "phi", Line: 204, Char: 0>
Token<Symbol : "\", Line: 204, Char: 309815376>
Token<Symbol : ")", Line: 204, Char: 309815376>
Token<Symbol : ";", Line: 204, Char: 309815376>
Token<Keyword : "assume", Line: 205, Char: 0>
Token<Identifier : "is_formula", Line: 205, Char: 0>
Token<Symbol : "(", Line: 205, Char: 309815376>
Token<Symbol : "\", Line: 205, Char: 309815376>
Token<Symbol : "$", Line: 205, Char: 309815376>
Token<Identifier : "psi", Line: 205, Char: 0>
Token<Symbol : "\", Line: 205, Char: 309815376>
Token<Symbol : ")", Line: 205, Char: 309815376>
Token<Symbol : ";", Line: 205, Char: 309815376>
Token<Keyword : "infer", Line: 207, Char: 0>
Token<Identifier : "has_proof", Line: 207, Char: 0>
Token<Symbol : "(", Line: 207, Char: 309815376>
Token<Symbol : "\", Line: 207, Char: 309815376>
Token<Identifier : "not", Line: 207, Char: 0>
Token<Symbol : "(", Line: 207, Char: 309815376>
Token<Symbol : "(", Line: 207, Char: 309815376>
Token<Symbol : "(", Line: 207, Char: 309815376>
Token<Symbol : "$", Line: 207, Char: 309815376>
Token<Identifier : "phi", Line: 207, Char: 0>
Token<Identifier : "iff", Line: 207, Char: 0>
Token<Symbol : "$", Line: 207, Char: 309815376>
Token<Identifier : "psi", Line: 207, Char: 0>
Token<Symbol : ")", Line: 207, Char: 309815376>
Token<Identifier : "implies", Line: 207, Char: 0>
Token<Identifier : "not", Line: 207, Char: 0>
